,0,1,2,3,4,5,6,7,8,9
255,26,15,0,1,0,0,1,0,0,1
256,28,12,0,0,0,1,0,0,1,0
257,29,12,0,0,0,1,0,1,0,1
258,28,12,0,0,0,1,0,0,1,0
259,29,12,0,0,0,1,0,1,0,1
260,28,12,0,0,0,1,0,0,1,0
261,28,13,1,0,0,0,1,0,0,0
262,29,13,0,0,0,1,0,0,1,1
263,28,11,0,0,1,0,0,0,1,0
264,27,11,0,1,0,0,0,0,1,0
265,26,11,0,1,0,0,0,1,0,1
266,28,12,0,0,0,1,0,0,1,0
267,29,12,0,0,0,1,0,1,0,1
268,28,8,0,0,1,0,0,1,0,0
269,28,7,0,0,1,0,0,1,0,0
270,29,7,0,0,0,1,1,0,0,1
271,28,13,1,0,0,0,1,0,0,0
272,28,14,1,0,0,0,0,1,0,0
273,29,14,0,0,0,1,0,0,1,1
274,28,12,0,0,0,1,0,0,1,0
275,29,12,0,0,0,1,0,1,0,1
276,28,14,1,0,0,0,0,1,0,0
277,27,14,0,1,0,0,1,0,0,0
278,26,14,0,1,0,0,0,1,0,1
279,28,12,0,0,0,1,0,0,1,0
280,29,12,0,0,0,1,0,1,0,1
281,28,14,1,0,0,0,0,1,0,0
282,28,15,1,0,0,0,0,1,0,0
283,29,15,0,0,0,1,0,0,1,1
284,28,9,0,0,1,0,0,0,1,0
285,27,9,0,1,0,0,0,0,1,0
286,26,9,0,1,0,0,0,1,0,1
287,28,12,0,0,0,1,0,0,1,0
288,28,13,1,0,0,0,1,0,0,0
289,29,13,0,0,0,1,0,0,1,1
290,28,12,0,0,0,1,0,0,1,0
291,29,12,0,0,0,1,0,1,0,1
292,28,12,0,0,0,1,0,0,1,0
293,29,12,0,0,0,1,0,1,0,1
294,28,11,0,0,1,0,0,0,1,0
295,28,10,0,0,1,0,0,1,0,0
296,29,10,0,0,0,1,1,0,0,1
297,28,12,0,0,0,1,0,0,1,0
298,28,11,0,0,1,0,0,0,1,0
299,29,11,0,0,0,1,1,0,0,1
300,28,12,0,0,0,1,0,0,1,0
301,28,11,0,0,1,0,0,0,1,0
302,29,11,0,0,0,1,1,0,0,1
303,28,13,1,0,0,0,1,0,0,0
304,27,13,0,1,0,0,1,0,0,0
305,26,13,0,1,0,0,0,1,0,1
306,28,12,0,0,0,1,0,0,1,0
307,29,12,0,0,0,1,0,1,0,1
308,27,14,1,0,0,0,0,0,1,0
309,28,14,0,0,0,1,0,0,1,0
310,29,14,0,0,0,1,0,1,0,1
311,28,11,0,0,1,0,0,0,1,0
312,27,11,0,1,0,0,0,0,1,0
313,26,11,0,1,0,0,0,1,0,1
314,28,12,0,0,0,1,0,0,1,0
315,29,12,0,0,0,1,0,1,0,1
316,28,12,0,0,0,1,0,0,1,0
317,29,12,0,0,0,1,0,1,0,1
318,28,11,0,0,1,0,0,0,1,0
319,27,11,0,1,0,0,0,0,1,0
320,26,11,0,1,0,0,0,1,0,1
321,27,13,0,1,0,0,0,0,1,0
322,27,12,0,0,1,0,1,0,0,0
323,26,12,0,1,0,0,0,0,1,1
324,28,12,0,0,0,1,0,0,1,0
325,29,12,0,0,0,1,0,1,0,1
326,27,13,0,1,0,0,0,0,1,0
327,27,12,0,0,1,0,1,0,0,0
328,26,12,0,1,0,0,0,0,1,1
329,28,12,0,0,0,1,0,0,1,0
330,29,12,0,0,0,1,0,1,0,1
331,28,11,0,0,1,0,0,0,1,0
332,27,11,0,1,0,0,0,0,1,0
333,26,11,0,1,0,0,0,1,0,1
334,27,11,0,1,0,0,0,0,1,0
335,27,10,0,0,1,0,1,0,0,0
336,26,10,0,1,0,0,0,0,1,1
337,27,12,1,0,0,0,0,0,1,0
338,28,12,0,0,0,1,0,0,1,0
339,29,12,0,0,0,1,0,1,0,1
340,28,12,0,0,0,1,0,0,1,0
341,29,12,0,0,0,1,0,1,0,1
342,28,12,0,0,0,1,0,0,1,0
343,29,12,0,0,0,1,0,1,0,1
344,28,14,1,0,0,0,0,1,0,0
345,27,14,0,1,0,0,1,0,0,0
346,26,14,0,1,0,0,0,1,0,1
347,27,16,1,0,0,0,0,1,0,0
348,28,16,0,0,0,1,0,0,1,0
349,29,16,0,0,0,1,0,1,0,1
350,28,14,1,0,0,0,0,1,0,0
351,27,14,0,1,0,0,1,0,0,0
352,26,14,0,1,0,0,0,1,0,1
353,28,12,0,0,0,1,0,0,1,0
354,29,12,0,0,0,1,0,1,0,1
355,28,12,0,0,1,0,0,0,1,0
356,27,12,0,1,0,0,0,0,1,0
357,26,12,0,1,0,0,0,1,0,1
358,27,14,1,0,0,0,0,1,0,0
359,27,15,1,0,0,0,0,1,0,0
360,26,15,0,1,0,0,1,0,0,1
361,27,13,1,0,0,0,0,1,0,0
362,27,14,1,0,0,0,0,1,0,0
363,26,14,0,1,0,0,1,0,0,1
364,28,12,0,0,1,0,0,1,0,0
365,27,12,0,1,0,0,0,0,1,0
366,26,12,0,1,0,0,0,1,0,1
367,27,13,1,0,0,0,0,1,0,0
368,27,14,1,0,0,0,0,1,0,0
369,26,14,0,1,0,0,1,0,0,1
370,28,6,0,0,1,0,0,0,1,0
371,28,5,0,0,1,0,0,1,0,0
372,29,5,0,0,0,1,1,0,0,1
373,28,10,0,0,1,0,0,0,1,0
374,27,10,0,1,0,0,0,0,1,0
375,26,10,0,1,0,0,0,1,0,1
376,27,15,0,1,0,0,1,0,0,0
377,27,16,1,0,0,0,0,0,1,0
378,26,16,0,1,0,0,1,0,0,1
379,28,13,1,0,0,0,1,0,0,0
380,27,13,0,1,0,0,1,0,0,0
381,26,13,0,1,0,0,0,1,0,1
382,24,16,0,0,0,1,0,1,0,0
383,25,16,0,0,0,1,0,1,0,0
384,26,16,0,0,0,1,0,1,0,1
385,28,12,0,0,0,1,0,0,1,0
386,28,13,1,0,0,0,1,0,0,0
387,29,13,0,0,0,1,0,0,1,1
388,28,12,0,0,0,1,0,0,1,0
389,28,13,1,0,0,0,1,0,0,0
390,29,13,0,0,0,1,0,0,1,1
391,28,13,0,0,0,1,0,0,1,0
392,28,14,1,0,0,0,1,0,0,0
393,29,14,0,0,0,1,0,0,1,1
394,28,15,0,0,0,1,0,0,1,0
395,28,14,0,0,1,0,0,0,1,0
396,29,14,0,0,0,1,1,0,0,1
397,28,8,0,0,0,1,0,0,1,0
398,28,9,1,0,0,0,1,0,0,0
399,29,9,0,0,0,1,0,0,1,1
400,28,17,1,0,0,0,0,1,0,0
401,27,17,0,1,0,0,1,0,0,0
402,26,17,0,1,0,0,0,1,0,1
403,28,13,0,0,0,1,0,0,1,0
404,28,14,1,0,0,0,1,0,0,0
405,29,14,0,0,0,1,0,0,1,1
406,28,17,1,0,0,0,0,1,0,0
407,28,18,1,0,0,0,0,1,0,0
408,29,18,0,0,0,1,0,0,1,1
409,28,10,0,0,0,1,1,0,0,0
410,28,9,0,0,1,0,0,0,1,0
411,29,9,0,0,0,1,1,0,0,1
412,27,14,1,0,0,0,0,1,0,0
413,27,15,1,0,0,0,0,1,0,0
414,26,15,0,1,0,0,1,0,0,1
415,27,10,0,0,1,0,1,0,0,0
416,27,9,0,0,1,0,0,1,0,0
417,26,9,0,1,0,0,0,0,1,1
418,28,21,1,0,0,0,0,1,0,0
419,27,21,0,1,0,0,1,0,0,0
420,26,21,0,1,0,0,0,1,0,1
421,28,10,0,0,1,0,0,1,0,0
422,27,10,0,1,0,0,0,0,1,0
423,26,10,0,1,0,0,0,1,0,1
424,28,12,0,0,1,0,0,0,1,0
425,27,12,0,1,0,0,0,0,1,0
426,26,12,0,1,0,0,0,1,0,1
427,27,13,1,0,0,0,0,1,0,0
428,27,14,1,0,0,0,0,1,0,0
429,26,14,0,1,0,0,1,0,0,1
430,28,19,0,0,0,1,1,0,0,0
431,28,20,1,0,0,0,1,0,0,0
432,29,20,0,0,0,1,0,0,1,1
433,28,12,0,0,1,0,0,0,1,0
434,27,12,0,1,0,0,0,0,1,0
435,26,12,0,1,0,0,0,1,0,1
436,27,10,0,0,1,0,0,1,0,0
437,27,9,0,0,1,0,0,1,0,0
438,26,9,0,1,0,0,0,0,1,1
439,28,12,0,0,0,1,0,0,1,0
440,28,13,1,0,0,0,1,0,0,0
441,29,13,0,0,0,1,0,0,1,1
442,28,13,0,0,1,0,0,0,1,0
443,27,13,0,1,0,0,0,0,1,0
444,26,13,0,1,0,0,0,1,0,1
445,28,15,0,0,0,1,0,0,1,0
446,28,14,0,0,1,0,0,0,1,0
447,29,14,0,0,0,1,1,0,0,1
448,27,13,1,0,0,0,0,1,0,0
449,27,14,1,0,0,0,0,1,0,0
450,26,14,0,1,0,0,1,0,0,1
451,28,20,1,0,0,0,0,1,0,0
452,27,20,0,1,0,0,1,0,0,0
453,26,20,0,1,0,0,0,1,0,1
454,28,12,0,0,0,1,0,0,1,0
455,28,13,1,0,0,0,1,0,0,0
456,29,13,0,0,0,1,0,0,1,1
457,28,8,0,0,1,0,0,1,0,0
458,28,7,0,0,1,0,0,1,0,0
459,29,7,0,0,0,1,1,0,0,1
460,28,16,0,0,1,0,0,0,1,0
461,27,16,0,1,0,0,0,0,1,0
462,26,16,0,1,0,0,0,1,0,1
463,28,16,1,0,0,0,0,1,0,0
464,28,17,1,0,0,0,0,1,0,0
465,29,17,0,0,0,1,0,0,1,1
466,28,15,0,0,0,1,0,0,1,0
467,28,14,0,0,1,0,0,0,1,0
468,29,14,0,0,0,1,1,0,0,1
469,28,13,1,0,0,0,1,0,0,0
470,28,14,1,0,0,0,0,1,0,0
471,29,14,0,0,0,1,0,0,1,1
472,28,12,0,0,0,1,0,0,1,0
473,28,13,1,0,0,0,1,0,0,0
474,29,13,0,0,0,1,0,0,1,1
475,28,9,0,0,0,1,1,0,0,0
476,28,10,1,0,0,0,1,0,0,0
477,29,10,0,0,0,1,0,0,1,1
478,28,10,0,0,0,1,1,0,0,0
479,28,9,0,0,1,0,0,0,1,0
480,29,9,0,0,0,1,1,0,0,1
481,28,18,1,0,0,0,0,1,0,0
482,28,19,1,0,0,0,0,1,0,0
483,29,19,0,0,0,1,0,0,1,1
484,27,11,0,1,0,0,0,0,1,0
485,27,10,0,0,1,0,1,0,0,0
486,26,10,0,1,0,0,0,0,1,1
487,27,13,0,1,0,0,1,0,0,0
488,27,14,1,0,0,0,0,0,1,0
489,26,14,0,1,0,0,1,0,0,1
490,27,13,1,0,0,0,0,1,0,0
491,27,14,1,0,0,0,0,1,0,0
492,26,14,0,1,0,0,1,0,0,1
493,28,12,0,0,0,1,0,0,1,0
494,28,13,1,0,0,0,1,0,0,0
495,29,13,0,0,0,1,0,0,1,1
496,27,20,0,1,0,0,0,0,1,0
497,27,21,1,0,0,0,0,0,1,0
498,26,21,0,1,0,0,1,0,0,1
499,28,13,0,0,0,1,0,0,1,0
500,28,14,1,0,0,0,1,0,0,0
501,29,14,0,0,0,1,0,0,1,1
502,27,18,1,0,0,0,0,1,0,0
503,28,18,0,0,0,1,0,0,1,0
504,29,18,0,0,0,1,0,1,0,1
505,28,18,0,0,0,1,0,0,1,0
506,28,17,0,0,1,0,0,0,1,0
507,29,17,0,0,0,1,1,0,0,1
508,28,12,0,0,0,1,0,0,1,0
509,28,13,1,0,0,0,1,0,0,0
510,29,13,0,0,0,1,0,0,1,1
511,28,11,0,0,1,0,0,0,1,0
512,27,11,0,1,0,0,0,0,1,0
513,26,11,0,1,0,0,0,1,0,1
514,28,16,1,0,0,0,1,0,0,0
515,27,16,0,1,0,0,1,0,0,0
516,26,16,0,1,0,0,0,1,0,1
517,27,16,1,0,0,0,0,1,0,0
518,28,16,0,0,0,1,0,0,1,0
519,29,16,0,0,0,1,0,1,0,1
520,27,13,1,0,0,0,0,0,1,0
521,27,14,1,0,0,0,0,1,0,0
522,26,14,0,1,0,0,1,0,0,1
523,27,13,1,0,0,0,0,1,0,0
524,27,14,1,0,0,0,0,1,0,0
525,26,14,0,1,0,0,1,0,0,1
526,28,12,0,0,1,0,0,1,0,0
527,27,12,0,1,0,0,0,0,1,0
528,26,12,0,1,0,0,0,1,0,1
529,27,15,1,0,0,0,0,0,1,0
530,27,16,1,0,0,0,0,1,0,0
531,26,16,0,1,0,0,1,0,0,1
532,28,12,1,0,0,0,1,0,0,0
533,28,13,1,0,0,0,0,1,0,0
534,29,13,0,0,0,1,0,0,1,1
535,27,18,1,0,0,0,0,1,0,0
536,27,19,1,0,0,0,0,1,0,0
537,26,19,0,1,0,0,1,0,0,1
538,27,15,1,0,0,0,0,1,0,0
539,27,16,1,0,0,0,0,1,0,0
540,26,16,0,1,0,0,1,0,0,1
541,27,14,0,1,0,0,1,0,0,0
542,27,15,1,0,0,0,0,0,1,0
543,26,15,0,1,0,0,1,0,0,1
544,27,18,1,0,0,0,0,1,0,0
545,27,19,1,0,0,0,0,1,0,0
546,26,19,0,1,0,0,1,0,0,1
547,27,16,1,0,0,0,0,1,0,0
548,27,17,1,0,0,0,0,1,0,0
549,26,17,0,1,0,0,1,0,0,1
550,28,12,0,0,1,0,0,1,0,0
551,27,12,0,1,0,0,0,0,1,0
552,26,12,0,1,0,0,0,1,0,1
553,28,13,1,0,0,0,1,0,0,0
554,27,13,0,1,0,0,1,0,0,0
555,26,13,0,1,0,0,0,1,0,1
556,28,9,0,0,1,0,0,0,1,0
557,28,8,0,0,1,0,0,1,0,0
558,29,8,0,0,0,1,1,0,0,1
559,28,16,0,0,0,1,0,0,1,0
560,28,17,1,0,0,0,1,0,0,0
561,29,17,0,0,0,1,0,0,1,1
562,27,7,0,0,1,0,0,1,0,0
563,28,7,0,0,0,1,1,0,0,0
564,29,7,0,0,0,1,0,1,0,1
565,28,12,0,0,1,0,0,0,1,0
566,27,12,0,1,0,0,0,0,1,0
567,26,12,0,1,0,0,0,1,0,1
568,28,9,0,0,1,0,0,1,0,0
569,27,9,0,1,0,0,0,0,1,0
570,26,9,0,1,0,0,0,1,0,1
571,28,11,0,0,1,0,0,0,1,0
572,28,10,0,0,1,0,0,1,0,0
573,29,10,0,0,0,1,1,0,0,1
574,28,11,0,0,1,0,0,0,1,0
575,28,10,0,0,1,0,0,1,0,0
576,29,10,0,0,0,1,1,0,0,1
577,28,20,1,0,0,0,0,1,0,0
578,27,20,0,1,0,0,1,0,0,0
579,26,20,0,1,0,0,0,1,0,1
580,28,9,0,0,1,0,0,1,0,0
581,27,9,0,1,0,0,0,0,1,0
582,26,9,0,1,0,0,0,1,0,1
583,28,17,0,0,0,1,0,0,1,0
584,28,18,1,0,0,0,1,0,0,0
585,29,18,0,0,0,1,0,0,1,1
586,27,14,1,0,0,0,0,1,0,0
587,27,15,1,0,0,0,0,1,0,0
588,26,15,0,1,0,0,1,0,0,1
589,28,11,0,0,1,0,0,0,1,0
590,28,10,0,0,1,0,0,1,0,0
591,29,10,0,0,0,1,1,0,0,1
592,27,10,0,1,0,0,0,0,1,0
593,27,9,0,0,1,0,1,0,0,0
594,26,9,0,1,0,0,0,0,1,1
595,28,11,0,0,1,0,0,0,1,0
596,28,10,0,0,1,0,0,1,0,0
597,29,10,0,0,0,1,1,0,0,1
598,28,12,0,0,0,1,0,0,1,0
599,28,13,1,0,0,0,1,0,0,0
600,29,13,0,0,0,1,0,0,1,1
601,27,14,1,0,0,0,0,1,0,0
602,27,15,1,0,0,0,0,1,0,0
603,26,15,0,1,0,0,1,0,0,1
604,28,13,1,0,0,0,1,0,0,0
605,27,13,0,1,0,0,1,0,0,0
606,26,13,0,1,0,0,0,1,0,1
607,28,11,0,0,1,0,0,0,1,0
608,28,10,0,0,1,0,0,1,0,0
609,29,10,0,0,0,1,1,0,0,1
610,27,8,0,1,0,0,0,0,1,0
611,27,9,1,0,0,0,0,0,1,0
612,26,9,0,1,0,0,1,0,0,1
613,28,11,0,0,1,0,0,0,1,0
614,27,11,0,1,0,0,0,0,1,0
615,26,11,0,1,0,0,0,1,0,1
616,27,14,1,0,0,0,0,1,0,0
617,27,15,1,0,0,0,0,1,0,0
618,26,15,0,1,0,0,1,0,0,1
619,28,12,0,0,0,1,0,0,1,0
620,28,13,1,0,0,0,1,0,0,0
621,29,13,0,0,0,1,0,0,1,1
622,27,15,1,0,0,0,0,1,0,0
623,27,16,1,0,0,0,0,1,0,0
624,26,16,0,1,0,0,1,0,0,1
625,27,14,1,0,0,0,0,1,0,0
626,27,15,1,0,0,0,0,1,0,0
627,26,15,0,1,0,0,1,0,0,1
628,27,17,1,0,0,0,0,1,0,0
629,27,18,1,0,0,0,0,1,0,0
630,26,18,0,1,0,0,1,0,0,1
631,28,12,0,0,0,1,0,0,1,0
632,28,13,1,0,0,0,1,0,0,0
